PGP-86	chr3L	9976251	10086251	110000	5,96	0	0	1	dpr6	vnc	CG6674	CG42455		dpr6	CG14160	CG32053			0	0	1	2	2	0	0
PGP-11	chr2R	15008751	15108751	100000	15,49	1	1	1	hbs	CG43101				(chn)					0	1	0	1	2	0	0
PGP-28	chrX	14656251	14751251	95000	6,992	1	1	1	NetA					NetB					1	1	0	1	2	2	0
PGP-130	chr3L	41251	128751	87500	14,531	0	1	1	-					Pdk1					0	0	1	1	2	0	0
PGP-10	chr2R	11711251	11791251	80000	12,871	1	1	1	pyr					ths	Ir48c				1	1	0	0	2	0	0
PGP-26	chrX	5531251	5611251	80000	13,517	1	1	1	Vsx2					Vsx1	CG34435	CG34434			1	1	0	2	2	0	0
PGP-2	chr2L	6178751	6253751	75000	8,954	1	1	1	smal					Ddr	AANATL2				1	1	0	1	2	0	0
PGP-131	chr3L	673751	748751	75000	9,146	0	1	1	CG17129					emc	hng3				0	1	0	1	2	0	0
PGP-70	chrX	17751251	17821251	70000	7,73	0	1	0	CG42684					CG12986	Socs16D				0	1	0	0	2	0	0
PGP-14	chr3L	6353751	6401251	47500	6,96	1	1	1	CG13300	Sfp65A				CG42747					0	1	0	0	2	0	2
PGP-20	chr3L	18186251	18233751	47500	9,324	1	1	1	hid					-					0	0	1	1	2	0	2
PGP-39	chr2L	18316251	18363751	47500	3,223	1	0	0	Fas3					Fas3	Acp36DE				0	0	1	2	2	0	2
PGP-55	chr2L	7543751	7591251	47500	4,701	0	1	0	RapGAP1					-					0	0	1	0	2	0	0
PGP-60	chr2R	11756251	11791251	35000	3,722	0	1	0	ths					ths	Ir48c				0	0	1	2	2	0	0
PGP-138	chr2R	8795001	15105001	6310000	63,909	0	1	1	CG8746	sns				(chn)					0	1	0	1	1	0	2
PGP-72	chr2L	595001	1965001	1370000	6,591	0	1	0	Gsc					erm					0	1	0	1	1	0	0
PGP-7	chr2L	21828751	22023751	195000	21,004	1	1	1	tsh					tio					1	1	0	1	1	0	0
PGP-62	chr2R	24371251	24543751	172500	6,143	0	1	0	bs					ITP	CG4622				0	1	0	1	1	0	0
PGP-69	chrX	7446251	7606251	160000	10,893	0	1	0	-					ct					0	0	1	1	1	0	0
PGP-47	chr4	836251	983751	147500	4,049	1	0	0	Sox102F	fd102C				-					0	0	1	1	1	0	0
PGP-89	chr3L	18303751	18438751	135000	6,553	0	0	1	grim	CG13700				skl					0	1	0	1	1	0	0
PGP-8	chr2L	21898751	22023751	125000	14,821	1	1	1	CG11629	CG1421				tio					0	1	0	1	1	0	0
PGP-87	chr3L	10738751	10861251	122500	12,697	0	0	1	-					tna					0	0	1	1	1	0	0
PGP-97	chrX	17306251	17421251	115000	7,956	0	0	1	Fim	CG5445				CG8611	CG5613	CG12994			0	1	0	0	1	0	0
PGP-15	chr3L	6791251	6903751	112500	10,675	1	1	1	vvl					-					0	0	1	1	1	0	0
PGP-13	chr3L	1366251	1463751	97500	24,446	1	1	1	ru	Ptp61F				rho	Ptp61F				1	1	0	1	1	0	0
PGP-124	chrX	4413751	4508751	95000	6,043	1	1	0	bi					-					0	0	1	1	1	0	0
PGP-79	chr2L	15333751	15426251	92500	6,651	0	0	1	esg					wor					1	1	0	1	1	0	0
PGP-3	chr2L	11358751	11448751	90000	11,245	1	1	1	salr					salm					1	1	0	1	1	0	0
PGP-78	chr2L	14408751	14491251	82500	8,962	0	0	1	elB					noc					1	1	0	1	1	0	0
PGP-127	chrX	17313751	17396251	82500	7,336	1	1	0	B-H2					B-H1					1	1	0	0	1	0	0
PGP-64	chr3L	10768751	10851251	82500	5,887	0	1	0	CG43245					-					0	0	1	1	1	0	0
PGP-134	chrX	7161251	7241251	80000	6,697	0	1	1	CG9650					CG9650					0	0	1	2	1	0	0
PGP-12	chr3L	1101251	1178751	77500	10,596	1	1	1	bab1					bab2					1	1	0	1	1	0	0
PGP-21	chr3L	20621251	20696251	75000	21,738	1	1	1	knrl					kni					1	1	0	1	1	2	0
PGP-16	chr3L	10248751	10321251	72500	10,153	1	1	1	Or67c					mir-276b					0	1	0	1	1	0	0
PGP-6	chr2L	21828751	21898751	70000	8,915	1	1	1	tsh					CG11629	CG1421				0	1	0	1	1	0	0
PGP-29	chrX	16148751	16216251	67500	10,67	1	1	1	disco-r					disco					1	1	0	1	1	0	0
PGP-71	chrX	18243751	18311251	67500	9,139	1	1	0	upd2					upd1	CG6023				1	1	0	1	1	2	0
PGP-114	chr2L	3538751	3606251	67500	8,837	1	1	0	drm					odd					1	1	0	1	1	2	0
PGP-4	chr2L	16423751	16486251	62500	11,613	1	1	1	CG5888					dac	Nepl8				0	1	0	1	1	0	0
PGP-57	chr2L	12616251	12678751	62500	6,827	0	1	0	nub	Ref2				pdm2					1	1	0	1	1	0	2
PGP-1	chr2L	5403751	5461251	57500	7,407	1	1	1	H15					mid					1	1	0	1	1	0	0
PGP-23	chr3R	18063751	18121251	57500	10,286	1	1	1	(htl)					sr					0	1	0	1	1	0	0
PGP-43	chr3L	6786251	6843751	57500	4,224	1	0	0	vvl					-					0	0	1	1	1	0	0
PGP-129	chr2L	18881251	18936251	55000	6,364	0	1	1	tup					ssp3					0	1	0	2	1	0	0
PGP-9	chr2R	11476251	11528751	52500	6,896	1	1	1	inv					en					1	1	0	1	1	0	0
PGP-48	chrX	8626251	8676251	50000	4,617	1	0	0	oc					CG12772					0	1	0	2	1	0	0
PGP-49	chrX	8756251	8806251	50000	3,884	1	0	0	Lim1					Lim1					0	0	1	0	1	0	0
PGP-67	chr3L	14131251	14178751	47500	4,844	0	1	0	Sox21b					D					1	1	0	1	1	0	0
PGP-115	chr2L	18736251	18783751	47500	3,972	1	1	0	CG10348	CG42752	CG15167			ham					1	1	0	1	1	0	0
PGP-133	chr3R	6848751	6893751	45000	7,775	0	1	1	Scr					Antp					1	1	0	1	1	0	0
PGP-54	chr2L	3541251	3583751	42500	3,43	0	1	0	drm					sob	TS2				1	1	0	1	1	0	0
PGP-125	chrX	5993751	6033751	40000	6,769	1	1	0	CG5966	CG4766				rux	MCTS1				0	1	0	2	1	0	0
PGP-132	chr3L	12653751	12693751	40000	4,919	0	1	1	-					mirr					0	0	1	2	1	0	0
PGP-58	chr2R	8016251	8053751	37500	5,456	0	1	0	CG14762	mir-4981				CG12769					0	1	0	2	1	0	0
PGP-65	chr3L	12433751	12468751	35000	6,858	0	1	0	toe					eyg	CG32102	CG10616			1	1	0	1	1	0	0
PGP-123	chr3R	12243751	12278751	35000	5,361	1	1	0	Cyp313a3					svp					0	1	0	1	1	0	0
PGP-91	chr3R	7001251	7036251	35000	3,426	0	0	1	Antp					-					0	0	1	1	1	0	0
PGP-63	chr3L	3846251	3878751	32500	5,773	0	1	0	enc	Awh				-					0	0	1	2	1	0	0
PGP-66	chr3L	12581251	12608751	27500	3,747	0	1	0	ara					caup					1	1	0	1	1	0	0
PGP-111	chrX	1015001	17535001	16520000	42,016	0	0	1	TfIIA-S-2	CG14631	Su(W[a])	CG11638		CG43658					0	1	0	2	0	0	0
PGP-112	chrX	5435001	17615001	12180000	66,562	0	0	1	CG15784	(Usp16-45)				-	(X11L)	(stas)			0	0	1	1	0	0	0
PGP-106	chr3L	7645001	17255001	9610000	46,663	0	0	1	Urm1	CG7506	(Pura)	(PGRP-SD)	(Ank2)	CG6497					0	1	0	2	0	0	2
PGP-108	chr3R	5155001	12095001	6940000	31,186	0	0	1	dpr16	CG12590				dpr17	ATP8B				1	1	0	2	0	0	2
PGP-102	chr2L	13345001	20235001	6890000	61,989	0	0	1	CG16826	CG9395				-					0	0	1	1	0	0	0
PGP-51	chr2L	13235001	19815001	6580000	25,58	1	0	0	Mabi	Prosalpha6T	CG16815	CG5867	CG5945	sick	snRNA cluster	CG13962			0	1	0	2	0	2	2
PGP-101	chr2L	13345001	19595001	6250000	52,882	0	0	1	CG16826	CG9395				Lar					0	1	0	1	0	0	2
PGP-113	chrX	13355001	19345001	5990000	49,311	0	0	1	Syt12	(dmrt11E)				nAChRalpha7	(kek5)				0	1	0	2	0	2	0
PGP-139	chr3L	12855001	18745001	5890000	70,66	0	1	1	Ent3	Wbp2	CG10948	CG32107		CG6885	MED11	Nufip	Atg3		0	1	0	1	0	0	2
PGP-109	chr3R	23555001	28655001	5100000	59,736	0	0	1	beat-IV	CG10164				CG31050					0	1	0	2	0	0	0
PGP-52	chr2L	17985001	21615001	3630000	31,751	1	0	0	btv	CG5681				CG2201					0	1	0	2	0	2	0
PGP-32	chr2L	6355001	9465001	3110000	30,479	1	1	1	CG9498	ppk7	ppk14	CG9500		numb					0	1	0	2	0	1	0
PGP-98	chr2L	2005001	4795001	2790000	28,518	0	0	1	CG33543	Nplp4	CG15353	CG4238		fipi	CG3294	Clect27			1	1	0	2	0	0	0
PGP-105	chr3L	6625001	9255001	2630000	25,712	0	0	1	GluRIA					GluRIB	CG4477				1	1	0	2	0	0	0
PGP-31	chr2L	925001	2685001	1760000	18,139	1	1	1	CG4341					CG31690					1	1	0	2	0	0	0
PGP-30	chr2L	925001	2615001	1690000	36,912	1	1	1	CG4341	(GluRIIC)				CG15395					0	1	0	2	0	0	0
PGP-34	chr3L	865001	2225001	1360000	20,909	1	1	1	CG12502					Oseg2					0	1	0	1	0	0	0
PGP-104	chr3L	855001	1995001	1140000	14,055	0	0	1	dpr20	Dci	cep290			-	(CG42841)				0	1	0	2	0	0	0
PGP-37	chr3R	1465001	2405001	940000	14,929	1	1	1	Myo81F					Myo81F					0	0	1	0	0	0	0
PGP-76	chrX	22455001	23095001	640000	12,045	0	1	0	tilB	wap	Usp2			CG17159	su(f)				0	1	0	0	0	0	0
PGP-81	chr2L	19593751	20231251	637500	40,283	0	0	1	Lar					-					0	0	1	0	0	0	0
PGP-73	chr3L	4475001	5085001	610000	5,87	0	1	0	CG11349	CG32248	CG32249			-	(Con)				0	0	1	0	0	0	0
PGP-53	chr2R	645001	1245001	600000	9,158	1	0	0	DIP-lambda	CG45781				-					0	0	1	0	0	0	2
PGP-75	chr3R	28795001	29375001	580000	10,282	0	1	0	intr	CG34295				Ptp99A					0	1	0	0	0	0	0
PGP-96	chrX	12033751	12438751	405000	29,015	0	0	1	Cyp318a1	Cyp311a1	Usp7			Pkcdelta					0	1	0	2	0	0	0
PGP-74	chr3L	23195001	23545001	350000	80,949	0	1	0	-	CG34031	nAChRalpha4			-	AGO3				0	0	0	0	0	0	0
PGP-41	chr2R	3898751	4193751	295000	144,141	1	0	0	uex					-					0	0	1	0	0	0	0
PGP-50	chrX	22653751	22918751	265000	15,983	1	0	0	-					-					0	0	0	0	0	0	0
PGP-92	chr3R	7396251	7641251	245000	8,767	0	0	1	CG42650					Nlg3					0	1	0	0	0	0	0
PGP-18	chr3L	11248751	11488751	240000	36,615	1	1	1	scyl					chrb					1	1	0	1	0	0	0
PGP-17	chr3L	11248751	11428751	180000	26,115	1	1	1	scyl					CG7560					0	1	0	1	0	0	0
PGP-95	chrX	6368751	6528751	160000	13,408	0	0	1	Marf	swa	PpV			Spat	RpL7A	CG3342	CG3918	CG42340	0	1	0	2	0	0	0
PGP-80	chr2L	16048751	16196251	147500	6,001	0	0	1	beat-Ia	BicC	CG45084			-	(Ca-alpha1D)				0	0	1	2	0	0	0
PGP-22	chr3R	12783751	12916251	132500	6,45	1	1	1	beat-Vc					beat-Vb	CG10909				1	1	0	0	0	0	0
PGP-85	chr2R	23203751	23328751	125000	6,446	0	0	1	side-V	CG34371				tbrd-3	CG9861	CG30413			0	1	0	2	0	0	2
PGP-38	chr2L	10058751	10181251	122500	4,616	1	0	0	Cpr31A	Pen	Spn31A			CG44153	Sur				0	1	0	0	0	0	0
PGP-90	chr3R	5961251	6083751	122500	4,961	0	0	1	side-III	CG11373				-	(Or83c)	(Gasp)			0	0	1	2	0	0	0
PGP-136	chrX	15171251	15291251	120000	7,709	0	1	1	CG43737					CG5877					0	1	0	1	0	0	0
PGP-88	chr3L	13113751	13228751	115000	9,892	0	0	1	trn					caps					1	1	0	1	0	0	1
PGP-126	chrX	12088751	12203751	115000	13,532	1	1	0	Ten-a	CG15734				Ten-a					0	0	1	1	0	0	0
PGP-93	chr3R	13451251	13541251	90000	7,96	0	0	1	side-IV					CG31337					0	1	0	1	0	0	0
PGP-40	chr2R	4171251	4261251	90000	7,134	1	0	0	-					-					0	0	0	0	0	0	0
PGP-117	chr2R	2648751	2738751	90000	16,203	1	1	0	-					-					0	0	0	0	0	0	0
PGP-119	chr2R	4946251	5036251	90000	42,661	1	1	0	Ir41a					-	(Ir41a)				0	0	1	0	0	0	0
PGP-46	chr3R	28121251	28208751	87500	4,03	1	0	0	-					CG34354					0	0	1	0	0	0	0
PGP-94	chrX	1376251	1461251	85000	4,671	0	0	1	AMPKalpha	ssx	CG3719	CG32813		Ns3	Lrpprc2	CG14785	CG14787	O-fut2	0	1	0	2	0	0	0
PGP-82	chr2L	23221251	23303751	82500	94,518	0	0	1	-					-					0	0	0	0	0	0	0
PGP-25	chrX	3371251	3451251	80000	8,208	1	1	1	Myc					CG12535					0	1	0	1	0	0	0
PGP-84	chr2R	22216251	22296251	80000	4,783	0	0	1	ari-2	CG11291	CG30278	Oatp58Da	Oatp58Db	wdp	CG5819				0	1	0	2	0	0	0
PGP-61	chr2R	17263751	17336251	72500	4,57	0	1	0	mbl					mbl					0	0	1	1	0	0	0
PGP-19	chr3L	11428751	11488751	60000	9,173	1	1	1	CG7560					chrb					0	1	0	1	0	0	0
PGP-45	chr3R	22838751	22898751	60000	5,02	1	0	0	-					klg					0	0	1	2	0	0	0
PGP-118	chr2R	4591251	4651251	60000	63,187	1	1	0	p120ctn					-					0	0	1	0	0	0	0
PGP-24	chrX	2973751	3026251	52500	8,291	1	1	1	rst	kirre				kirre					1	1	0	1	0	0	0
PGP-42	chr2R	13066251	13118751	52500	18,387	1	0	0	Drl-2					CG13325					0	1	0	0	0	0	0
PGP-56	chr2L	9271251	9323751	52500	5,153	0	1	0	Ggamma30A					CG17005					0	1	0	2	0	0	0
PGP-44	chr3R	8478751	8528751	50000	4,544	1	0	0	-					CG31259	CG11741				0	0	1	0	0	2	0
PGP-121	chr2R	16898751	16946251	47500	6,737	1	1	0	inac	CG8910	mir-990			Pkc53E	CG15614	CG34190	Vha16-4	mute	1	1	0	0	0	2	0
PGP-122	chr3L	7556251	7603751	47500	3,453	1	1	0	CG14837					Pura					0	1	0	0	0	0	0
PGP-83	chr2R	17216251	17263751	47500	3,805	0	0	1	mbl					mbl					0	0	1	1	0	0	0
PGP-59	chr2R	11711251	11756251	45000	4,424	0	1	0	pyr					ths					1	1	0	2	0	0	0
PGP-120	chr2R	5303751	5346251	42500	30,429	1	1	0	sxc					CG10395					0	1	0	0	0	0	2
PGP-128	chr2L	1421251	1461251	40000	8,498	0	1	1	robo2					-					0	0	1	1	0	0	0
PGP-68	chrX	368751	396251	27500	4,567	0	1	0	ac	yar	CG32816			sc	CG32816				1	1	0	1	0	0	0
PGP-135	chrX	12716251	12743751	27500	5,958	0	1	1	Smr					Smr	CG4004				0	0	1	2	0	0	0
